Station,River,Drainage_b,Latitude,Longitude,Area_sim_km2,Type,Validation,COMID,watershed,subbasin,Country,Climate
Kura_kura_km0880,Kura,Kura,41.9885,44.0508,23765.59,Research,Expert,10054771,west_asia,geoglows,Georgia,Continental
Kura_kura_km1030,Kura,Kura,41.6088,43.0502,614.63,Research,Expert,10056299,west_asia,geoglows,Heorgia,Continental
Malo-Ganiushinskii-Bank_protoka-Sharonova_km0114,Protoka-sharonova,Malo-ganiushinskii-bank,46.6072,49.1349,4047.55,Operational,Automatic,10039924,west_asia,geoglows,Kazakhstan,Arid
Manguistaou_manguistaou_km0097,Manguistaou,Manguistaou,45.0066,53.7459,16068.38,Operational,Automatic,10044658,west_asia,geoglows,Kazakhstan,Arid
Manguistaou_manguistaou_km0110,Manguistaou,Manguistaou,44.9321,53.6244,15122.08,Operational,Automatic,10045010,west_asia,geoglows,Kazakhstan,Arid
Nura_nura_km0061,Nura,Nura,50.3806,69.3004,192134.96,Operational,Automatic,10026689,west_asia,geoglows,Kazakhstan,Arid
Nura_nura_km0761,Nura,Nura,50.0989,73.0369,45563.07,Operational,Automatic,10027537,west_asia,geoglows,Kazakhstan,Arid
Nura_nura_km0774,Nura,Nura,50.103,73.1646,44805.89,Operational,Automatic,10027647,west_asia,geoglows,Kazakhstan,Arid
Protoka-Kigach_protoka-Kigach_km0048,Protoka-kigach,Protoka-kigach,46.3937,49.0474,5409,Operational,Automatic,10040748,west_asia,geoglows,Russia,Arid
Protoka-Kigach_protoka-Kigach_km0055,Protoka-kigach,Protoka-kigach,46.4328,48.9864,5193.53,Operational,Automatic,10040552,west_asia,geoglows,Russia,Arid
Protoka-Kigach_protoka-Kigach_km0091,Protoka-kigach,Protoka-kigach,46.5944,48.6564,3842.55,Operational,Automatic,10040116,west_asia,geoglows,Kazakhstan,Arid
Sistan_arghandab_km0952,Arghandab,Sistan,31.4809,65.2071,77390.6,Operational,Automatic,10086542,west_asia,geoglows,Afghanistan,Arid
Sistan_arghandab_km0991,Arghandab,Sistan,31.5959,65.5343,20241.53,Operational,Automatic,10086202,west_asia,geoglows,Afghanistan,Arid
Sistan_helmand_km0282,Helmand,Sistan,30.2587,62.0639,231765.8,Operational,Automatic,10088965,west_asia,geoglows,Afghanistan,Arid
Sistan_helmand_km0298,Helmand,Sistan,30.2274,62.1726,230841.94,Operational,Automatic,10089205,west_asia,geoglows,Afghanistan,Arid
Sistan_helmand_km0340,Helmand,Sistan,30.1605,62.5059,230841.94,Operational,Automatic,10089205,west_asia,geoglows,Afghanistan,Arid
Sistan_helmand_km0359,Helmand,Sistan,30.1798,62.6544,230841.94,Operational,Automatic,10089205,west_asia,geoglows,Afghanistan,Arid
Sistan_helmand_km0402,Helmand,Sistan,30.2493,62.9974,230841.94,Operational,Automatic,10089205,west_asia,geoglows,Afghanistan,Arid
Sistan_helmand_km0415,Helmand,Sistan,30.2808,63.0934,230841.94,Operational,Automatic,10089205,west_asia,geoglows,Afghanistan,Arid
Sistan_helmand_km0483,Helmand,Sistan,30.5494,63.5486,222691.42,Operational,Automatic,10088432,west_asia,geoglows,Afghanistan,Arid
Sistan_helmand_km0725,Helmand,Sistan,30.6742,64.0494,345.13,Operational,Automatic,10088330,west_asia,geoglows,Afghanistan,Arid
Sistan_helmand_km0804,Helmand,Sistan,31.2328,64.2344,197092.93,Operational,Automatic,10087035,west_asia,geoglows,Afghanistan,Arid
Sistan_helmand_km0891,Helmand,Sistan,31.7856,64.5488,84070.9,Operational,Automatic,10085844,west_asia,geoglows,Afghanistan,Arid
Sistan_helmand_km0954,Helmand,Sistan,32.1411,64.9127,69719.74,Operational,Automatic,10085150,west_asia,geoglows,Afghanistan,Arid
Sistan_helmand_km0957,Helmand,Sistan,32.1549,64.9344,69478.91,Operational,Automatic,10085022,west_asia,geoglows,Afghanistan,Arid
Sulak_sulak_km0024,Sulak,Sulak,43.3086,47.3559,25979.22,Operational,Automatic,10050145,west_asia,geoglows,Russia,Arid
Terek_terek_km0150,Terek,Terek,43.4712,46.3734,70745.24,Operational,Automatic,10049455,west_asia,geoglows,Russia,Arid
Terek_terek_km0151,Terek,Terek,43.4706,46.3626,70745.24,Operational,Automatic,10049455,west_asia,geoglows,Russia,Arid
Terek_terek_km0190,Terek,Terek,43.4529,46.0701,46776.62,Operational,Automatic,10049470,west_asia,geoglows,Russia,Arid
Terek_terek_km0235,Terek,Terek,43.5494,45.6364,44734.45,Operational,Automatic,10049211,west_asia,geoglows,Russia,Arid
Terek_terek_km0264,Terek,Terek,43.6421,45.366,43566.07,Operational,Automatic,10049160,west_asia,geoglows,Russia,Arid
Terek_terek_km0284,Terek,Terek,43.6431,45.2041,42674.19,Operational,Automatic,10048894,west_asia,geoglows,Russia,Arid
Terek_terek_km0361,Terek,Terek,43.7158,44.7614,38799.13,Operational,Automatic,10048671,west_asia,geoglows,Russia,Arid
Terek_terek_km0401,Terek,Terek,43.6838,44.4151,36977.45,Operational,Automatic,10048750,west_asia,geoglows,Russia,Continental
Terek_terek_km0414,Terek,Terek,43.701,44.2896,36391.14,Operational,Automatic,10048737,west_asia,geoglows,Russia,Continental
Terek-01_terek_km0176,Terek,Terek-01,43.7627,47.1174,72924.36,Operational,Automatic,10048542,west_asia,geoglows,Russia,Arid
Terek-01_terek_km0217,Terek,Terek-01,43.7511,46.7271,72156.43,Operational,Automatic,10048567,west_asia,geoglows,Russia,Arid
Ural_bol-Shoi-Ik_km1673,Bol-shoi-ik,Ural,51.8408,56.4701,20277.73,Operational,Automatic,10022751,west_asia,geoglows,Russia,Continental
Ural_chagan_km0978,Chagan,Ural,51.4217,51.5264,11434.39,Operational,Automatic,10023807,west_asia,geoglows,Kazakhstan,Arid
Ural_sakmara_km1456,Sakmara,Ural,51.8339,55.0706,80644.54,Operational,Expert,10022779,west_asia,geoglows,Russia,Arid
Ural_sakmara_km1516,Sakmara,Ural,51.9955,55.4609,56953.1,Operational,Automatic,10022383,west_asia,geoglows,Russia,Arid
Ural_sakmara_km1548,Sakmara,Ural,52.0204,55.6889,54396.93,Operational,Automatic,10022346,west_asia,geoglows,Russia,Continental
Ural_sakmara_km1616,Sakmara,Ural,51.8944,56.0966,50671.98,Operational,Automatic,10022656,west_asia,geoglows,Russia,Continental
Ural_ural_km0123,Ural,Ural,47.4568,51.8099,538418.07,Operational,Expert,10037214,west_asia,geoglows,Kazakhstan,Arid
Ural_ural_km0217,Ural,Ural,47.9936,51.6277,536222.88,Operational,Automatic,10035325,west_asia,geoglows,Kazakhstan,Arid
Ural_ural_km0231,Ural,Ural,48.0925,51.6034,536044.02,Operational,Automatic,10035083,west_asia,geoglows,Kazakhstan,Arid
Ural_ural_km0235,Ural,Ural,48.1171,51.5769,536044.02,Operational,Automatic,10035083,west_asia,geoglows,Kazakhstan,Arid
Ural_ural_km0248,Ural,Ural,48.1629,51.5581,535735.02,Operational,Automatic,10034793,west_asia,geoglows,Kazakhstan,Arid
Ural_ural_km0354,Ural,Ural,48.6346,51.8274,527304.68,Operational,Automatic,10033118,west_asia,geoglows,Kazakhstan,Arid
Ural_ural_km0360,Ural,Ural,48.6809,51.8099,527304.68,Operational,Automatic,10033118,west_asia,geoglows,Kazakhstan,Arid
Ural_ural_km0603,Ural,Ural,49.8569,51.4226,511273.72,Operational,Automatic,10028716,west_asia,geoglows,Kazakhstan,Arid
Ural_ural_km0704,Ural,Ural,50.2511,51.1305,493534.1,Operational,Expert,10027301,west_asia,geoglows,Kazakhstan,Arid
Ural_ural_km0714,Ural,Ural,50.2774,51.1134,224.23,Operational,Expert,10027168,west_asia,geoglows,Kazakhstan,Arid
Ural_ural_km0936,Ural,Ural,51.2601,51.5879,463820.8,Operational,Automatic,10024122,west_asia,geoglows,Kazakhstan,Arid
Ural_ural_km0940,Ural,Ural,51.2371,51.6104,463820.8,Operational,Expert,10024122,west_asia,geoglows,Kazakhstan,Arid
Ural_ural_km1068,Ural,Ural,51.3825,52.4781,452840.7,Operational,Expert,10023755,west_asia,geoglows,Kazakhstan,Arid
Ural_ural_km1094,Ural,Ural,51.4629,52.6179,451269.72,Operational,Automatic,10023615,west_asia,geoglows,Kazakhstan,Arid
Ural_ural_km1145,Ural,Ural,51.4941,52.8939,419461.09,Operational,Automatic,10023475,west_asia,geoglows,Russia,Arid
Ural_ural_km1218,Ural,Ural,51.52,53.3521,313859.75,Operational,Automatic,10023436,west_asia,geoglows,Russia,Arid
Ural_ural_km1258,Ural,Ural,51.5721,53.6048,313236.78,Operational,Automatic,10023356,west_asia,geoglows,Russia,Arid
Ural_ural_km1327,Ural,Ural,51.6329,54.1023,310789.42,Operational,Automatic,10023179,west_asia,geoglows,Russia,Arid
Ural_ural_km1337,Ural,Ural,51.6596,54.2181,308288.91,Operational,Expert,10023180,west_asia,geoglows,Russia,Arid
Ural_ural_km1394,Ural,Ural,51.731,54.6516,304083.65,Operational,Automatic,10022965,west_asia,geoglows,Russia,Arid
Ural_ural_km1607,Ural,Ural,51.5285,56.1419,203415.8,Operational,Automatic,10023414,west_asia,geoglows,Russia,Arid
Ural_ural_km1694,Ural,Ural,51.3619,56.7746,194820.57,Operational,Automatic,10023791,west_asia,geoglows,Russia,Arid
Ural_ural_km1747,Ural,Ural,51.267,57.2104,191423.05,Operational,Automatic,10024031,west_asia,geoglows,Russia,Arid
Ural_ural_km1748,Ural,Ural,51.2641,57.2004,191423.05,Operational,Automatic,10024031,west_asia,geoglows,Russia,Arid
Ural_ural_km1917,Ural,Ural,51.244,58.5976,124466.44,Operational,Automatic,10024098,west_asia,geoglows,Russia,Arid
Ural_ural_km1919,Ural,Ural,51.2462,58.6194,124466.44,Operational,Automatic,10024098,west_asia,geoglows,Russia,Arid
Ural_ural_km1976,Ural,Ural,51.5019,58.7166,102334.68,Operational,Automatic,10023566,west_asia,geoglows,Russia,Arid
Ural_zhaqsy-Qargali_km1790,Zhaqsy-qargali,Ural,50.5771,57.5242,7207.25,Operational,Automatic,10026077,west_asia,geoglows,Kazakhstan,Arid
Volga_andoga_km2958,Andoga,Volga,59.2607,37.3284,13889.98,Operational,Automatic,10001234,west_asia,geoglows,Russia,Continental
Volga_belaia_km2186,Belaia,Volga,55.8288,53.9239,422198.73,Operational,Expert,10011761,west_asia,geoglows,Russia,Continental
Volga_belaia_km2193,Belaia,Volga,55.7779,53.9744,420941.77,Operational,Automatic,10011884,west_asia,geoglows,Russia,Continental
Volga_belaia_km2322,Belaia,Volga,55.5909,55.0151,367139.04,Operational,Automatic,10012793,west_asia,geoglows,Russia,Continental
Volga_belaia_km2392,Belaia,Volga,55.4804,55.5398,358659.11,Operational,Automatic,10013385,west_asia,geoglows,Russia,Continental
Volga_belaia_km2432,Belaia,Volga,55.2834,55.4904,357425.5,Operational,Expert,10013510,west_asia,geoglows,Russia,Continental
Volga_belaia_km2497,Belaia,Volga,55.1828,55.7031,342597.62,Operational,Automatic,10013862,west_asia,geoglows,Russia,Continental
Volga_belaia_km2514,Belaia,Volga,55.134,55.7304,342330.86,Operational,Automatic,10014125,west_asia,geoglows,Russia,Continental
Volga_belaia_km2531,Belaia,Volga,55.0646,55.7676,336937.61,Operational,Automatic,10014214,west_asia,geoglows,Russia,Continental
Volga_belaia_km2598,Belaia,Volga,54.7506,55.9369,334416.26,Operational,Automatic,10015175,west_asia,geoglows,Russia,Continental
Volga_belaia_km2695,Belaia,Volga,54.4761,56.4584,84969.57,Operational,Automatic,10016153,west_asia,geoglows,Russia,Continental
Volga_belaia_km2803,Belaia,Volga,53.9681,56.3534,70240.98,Operational,Automatic,10017714,west_asia,geoglows,Russia,Continental
Volga_belaia_km2851,Belaia,Volga,53.7497,56.0738,61371.64,Operational,Automatic,10018462,west_asia,geoglows,Russia,Continental
Volga_belaia_km2870,Belaia,Volga,53.6609,56.0411,58918.32,Operational,Expert,10018535,west_asia,geoglows,Russia,Continental
Volga_belaia_km2878,Belaia,Volga,53.6261,56.0216,48162.88,Operational,Automatic,10018967,west_asia,geoglows,Russia,Continental
Volga_belaia_km2999,Belaia,Volga,52.8814,55.9649,32456.35,Operational,Automatic,10020618,west_asia,geoglows,Russia,Continental
Volga_belaia_km3018,Belaia,Volga,52.8349,56.0859,31373.06,Operational,Expert,10020715,west_asia,geoglows,Russia,Continental
Volga_belaia_km3058,Belaia,Volga,52.9509,56.4016,28849.61,Operational,Automatic,10020480,west_asia,geoglows,Russia,Continental
Volga_belaia_km3168,Belaia,Volga,53.0306,57.1149,25411.37,Operational,Automatic,10020229,west_asia,geoglows,Russia,Continental
Volga_belaia_km3186,Belaia,Volga,53.0241,57.3016,24612.59,Operational,Automatic,10020245,west_asia,geoglows,Russia,Continental
Volga_belaia-Kholunitsa_km2715,Belaia-kholunitsa,Volga,58.737,50.3106,10290.09,Operational,Expert,10002562,west_asia,geoglows,Russia,Continental
Volga_belaia-Kholunitsa_km2764,Belaia-kholunitsa,Volga,58.8041,50.7339,8513.77,Operational,Automatic,10002264,west_asia,geoglows,Russia,Continental
Volga_bol-Shaia-Kokshaga_km1992,Bol-shaia-kokshaga,Volga,56.2301,47.6351,21408.47,Operational,Automatic,10010472,west_asia,geoglows,Russia,Continental
Volga_bol-Shoi-Cheremshan_km1670,Bol-shoi-cheremshan,Volga,54.2165,49.6751,30513.65,Operational,Automatic,10016910,west_asia,geoglows,Russia,Continental
Volga_bol-Shoi-Irgiz_km1288,Bol-shoi-irgiz,Volga,51.8194,48.1109,53750.97,Operational,Automatic,10022794,west_asia,geoglows,Russia,Continental
Volga_bol-Shoi-Kinel_km1730,Bol-shoi-kinel,Volga,53.6471,52.2874,16974.91,Operational,Automatic,10018564,west_asia,geoglows,Russia,Continental
Volga_bui_km2219,Bui,Volga,56.2064,54.1899,21409.83,Operational,Automatic,10010432,west_asia,geoglows,Russia,Continental
Volga_bui-Trib-01_km2257,Bui-trib-01,Volga,56.2699,54.6304,12361.48,Operational,Automatic,10010203,west_asia,geoglows,Russia,Continental
Volga_bui-Trib-01_km2258,Bui-trib-01,Volga,56.2699,54.6399,12361.48,Operational,Automatic,10010203,west_asia,geoglows,Russia,Continental
Volga_chagodoshcha_km3021,Chagodoshcha,Volga,59.1496,36.3191,33935.71,Operational,Automatic,10001399,west_asia,geoglows,Russia,Continental
Volga_chagodoshcha_km3056,Chagodoshcha,Volga,59.136,36.0209,28395.31,Operational,Expert,10001485,west_asia,geoglows,Russia,Continental
Volga_chagodoshcha_km3085,Chagodoshcha,Volga,59.0674,35.7991,28086.77,Operational,Automatic,10001540,west_asia,geoglows,Russia,Continental
Volga_chagodoshcha_km3116,Chagodoshcha,Volga,59.16,35.3924,27056.23,Operational,Expert,10001286,west_asia,geoglows,Russia,Continental
Volga_chagra_km1290,Chagra,Volga,52.6736,48.5871,7563.72,Operational,Automatic,10020998,west_asia,geoglows,Russia,Continental
Volga_cheptsa_km3007,Cheptsa,Volga,58.082,52.9276,29144.67,Operational,Automatic,10004410,west_asia,geoglows,Russia,Continental
Volga_chusovaia_km2788,Chusovaia,Volga,58.1621,57.2305,82476.35,Operational,Automatic,10004139,west_asia,geoglows,Russia,Continental
Volga_chusovaia_km2868,Chusovaia,Volga,58.2307,58.1219,52070.3,Operational,Automatic,10003906,west_asia,geoglows,Russia,Continental
Volga_chusovaia_km2870,Chusovaia,Volga,58.2142,58.1506,435.48,Operational,Automatic,10004318,west_asia,geoglows,Russia,Continental
Volga_chusovaia_km2922,Chusovaia,Volga,58.0719,58.5329,40210.52,Operational,Automatic,10004349,west_asia,geoglows,Russia,Continental
Volga_chusovaia_km3007,Chusovaia,Volga,57.7541,58.7974,30450.55,Operational,Automatic,10005464,west_asia,geoglows,Russia,Continental
Volga_chusovaia_km3024,Chusovaia,Volga,57.6966,58.9186,29501.73,Operational,Automatic,10005494,west_asia,geoglows,Russia,Continental
Volga_chusovaia_km3243,Chusovaia,Volga,56.9549,59.8361,9319.39,Operational,Expert,10008011,west_asia,geoglows,Russia,Continental
Volga_chusovaia_km3284,Chusovaia,Volga,56.8081,60.0996,4844.08,Operational,Automatic,10008672,west_asia,geoglows,Russia,Continental
Volga_iaiva_km2951,Iaiva,Volga,59.1479,57.0521,22073.49,Operational,Automatic,10001460,west_asia,geoglows,Russia,Continental
Volga_iaiva_km3043,Iaiva,Volga,59.4612,57.5696,10061.06,Operational,Automatic,10000663,west_asia,geoglows,Russia,Continental
Volga_ilet_km1931,Ilet,Volga,55.9554,48.259,21318.43,Operational,Automatic,10011700,west_asia,geoglows,Russia,Continental
Volga_in-Va_km2884,In-va,Volga,58.9734,55.2982,18289.04,Operational,Automatic,10001813,west_asia,geoglows,Russia,Continental
Volga_inzer_km2744,Inzer,Volga,54.5041,56.9371,12923.18,Operational,Automatic,10016161,west_asia,geoglows,Russia,Continental
Volga_iuriuzan_km2900,Iuriuzan,Volga,55.6353,57.0889,21947.26,Operational,Automatic,10012582,west_asia,geoglows,Russia,Continental
Volga_iuriuzan_km2978,Iuriuzan,Volga,55.5846,57.5241,19445.66,Operational,Automatic,10012586,west_asia,geoglows,Russia,Continental
Volga_iuriuzan_km3032,Iuriuzan,Volga,55.4016,57.8939,15731.77,Operational,Automatic,10013202,west_asia,geoglows,Russia,Continental
Volga_iuriuzan_km3038,Iuriuzan,Volga,55.3786,57.9374,187.45,Operational,Automatic,10013325,west_asia,geoglows,Russia,Continental
Volga_kama_km1914,Kama,Volga,55.4941,50.8564,1428567.36,Operational,Automatic,10012817,west_asia,geoglows,Russia,Continental
Volga_kama_km1949,Kama,Volga,55.4755,51.3294,1406832.77,Operational,Expert,10012919,west_asia,geoglows,Russia,Continental
Volga_kama_km1953,Kama,Volga,55.4644,51.3831,1406832.77,Operational,Automatic,10012919,west_asia,geoglows,Russia,Continental
Volga_kama_km2018,Kama,Volga,55.7293,51.9964,937393.8,Operational,Expert,10012205,west_asia,geoglows,Russia,Continental
Volga_kama_km2031,Kama,Volga,55.6839,52.1569,201.15,Operational,Automatic,10012336,west_asia,geoglows,Russia,Continental
Volga_kama_km2180,Kama,Volga,56.0426,53.8249,419095.63,Operational,Automatic,10011147,west_asia,geoglows,Russia,Continental
Volga_kama_km2195,Kama,Volga,56.0241,54.0231,418069.7,Operational,Automatic,10011081,west_asia,geoglows,Russia,Continental
Volga_kama_km2223,Kama,Volga,56.2371,54.1534,393424.24,Operational,Automatic,10010317,west_asia,geoglows,Russia,Continental
Volga_kama_km2260,Kama,Volga,56.4804,53.8284,388719.08,Operational,Automatic,10009515,west_asia,geoglows,Russia,Continental
Volga_kama_km2585,Kama,Volga,57.9064,55.5204,325918.38,Operational,Automatic,10004835,west_asia,geoglows,Russia,Continental
Volga_kama_km2611,Kama,Volga,58.0709,55.7264,320466.1,Operational,Automatic,10004468,west_asia,geoglows,Russia,Continental
Volga_kama_km2637,Kama,Volga,57.9771,55.9391,316603.61,Operational,Automatic,10004678,west_asia,geoglows,Russia,Continental
Volga_kama_km2690,Kama,Volga,58.2677,56.3049,148191.92,Operational,Expert,10004078,west_asia,geoglows,Russia,Continental
Volga_kama_km2705,Kama,Volga,58.3337,56.3471,147183.36,Operational,Expert,10003596,west_asia,geoglows,Russia,Continental
Volga_kama_km2846,Kama,Volga,59.3111,56.4771,38496.43,Operational,Expert,10000934,west_asia,geoglows,Russia,Continental
Volga_kazanka_km1903,Kazanka,Volga,55.9203,49.2199,6520.83,Operational,Automatic,10011393,west_asia,geoglows,Russia,Continental
Volga_khurdun-Erik_km0201,Khurdun-erik,Volga,46.2568,47.5894,11916.93,Operational,Automatic,10041124,west_asia,geoglows,Russia,Arid
Volga_kil-Mez_km2195,Kil-mez,Volga,56.9571,50.4831,57571.02,Operational,Expert,10007913,west_asia,geoglows,Russia,Continental
Volga_kil-Mez_km2232,Kil-mez,Volga,56.9499,50.8299,55763.68,Operational,Automatic,10007965,west_asia,geoglows,Russia,Continental
Volga_kil-Mez_km2243,Kil-mez,Volga,56.9766,50.9399,54981.75,Operational,Automatic,10007865,west_asia,geoglows,Russia,Continental
Volga_kliaz-Ma_km2384,Kliaz-ma,Volga,56.2062,42.9182,138945.92,Operational,Expert,10010542,west_asia,geoglows,Russia,Continental
Volga_kliaz-Ma_km2436,Kliaz-ma,Volga,56.1874,42.4402,132767.05,Operational,Automatic,10010534,west_asia,geoglows,Russia,Continental
Volga_kliaz-Ma_km2477,Kliaz-ma,Volga,56.2924,42.0321,114814.03,Operational,Expert,10010123,west_asia,geoglows,Russia,Continental
Volga_kliaz-Ma_km2483,Kliaz-ma,Volga,56.3219,41.9721,114629.42,Operational,Automatic,10010078,west_asia,geoglows,Russia,Continental
Volga_kliaz-Ma_km2504,Kliaz-ma,Volga,56.4774,41.9541,111603.52,Operational,Expert,10009772,west_asia,geoglows,Russia,Continental
Volga_kliaz-Ma_km2517,Kliaz-ma,Volga,56.513,41.8614,99008.83,Operational,Automatic,10009445,west_asia,geoglows,Russia,Continental
Volga_kliaz-Ma_km2550,Kliaz-ma,Volga,56.4216,41.4504,96805.31,Operational,Automatic,10009691,west_asia,geoglows,Russia,Continental
Volga_kliaz-Ma_km2584,Kliaz-ma,Volga,56.2927,41.0984,82223.41,Operational,Expert,10010250,west_asia,geoglows,Russia,Continental
Volga_kliaz-Ma_km2737,Kliaz-ma,Volga,55.9144,39.9466,41361.41,Operational,Automatic,10011458,west_asia,geoglows,Russia,Continental
Volga_kliaz-Ma_km2745,Kliaz-ma,Volga,55.8879,39.8856,40693.61,Operational,Automatic,10011680,west_asia,geoglows,Russia,Continental
Volga_kliaz-Ma_km2792,Kliaz-ma,Volga,55.9031,39.4731,28219.39,Operational,Automatic,10011525,west_asia,geoglows,Russia,Continental
Volga_kliaz-Ma_km2799,Kliaz-ma,Volga,55.8991,39.4106,28219.39,Operational,Automatic,10011525,west_asia,geoglows,Russia,Continental
Volga_kliaz-Ma_km2828,Kliaz-ma,Volga,55.8544,39.1431,26374.98,Operational,Expert,10011610,west_asia,geoglows,Russia,Continental
Volga_kliaz-Ma_km2843,Kliaz-ma,Volga,55.8116,38.9906,18668.13,Operational,Expert,10011923,west_asia,geoglows,Russia,Continental
Volga_kos-Va_km2819,Kos-va,Volga,58.8431,56.6754,24590.32,Operational,Automatic,10002167,west_asia,geoglows,Russia,Continental
Volga_kos-Va_km2874,Kos-va,Volga,58.7864,57.1196,18552,Operational,Automatic,10002374,west_asia,geoglows,Russia,Continental
Volga_kos-Va_km2884,Kos-va,Volga,58.8421,57.1579,18552,Operational,Automatic,10002374,west_asia,geoglows,Russia,Continental
Volga_kos-Va_km2926,Kos-va,Volga,58.8646,57.6349,16215.14,Operational,Automatic,10002168,west_asia,geoglows,Russia,Continental
Volga_kos-Va_km2933,Kos-va,Volga,58.8528,57.7209,16215.14,Operational,Automatic,10002168,west_asia,geoglows,Russia,Continental
Volga_kos-Va_km3034,Kos-va,Volga,59.3412,58.4241,9579.56,Operational,Automatic,10000972,west_asia,geoglows,Russia,Continental
Volga_koshevanka_km0032,Koshevanka,Volga,46.215,48.5095,1719.79,Operational,Expert,10041306,west_asia,geoglows,Russia,Arid
Volga_kostroma_km2692,Kostroma,Volga,58.1071,40.8954,3580.87,Operational,Automatic,10004252,west_asia,geoglows,Russia,Continental
Volga_kostroma_km2738,Kostroma,Volga,58.3421,41.2181,41170.95,Operational,Automatic,10003581,west_asia,geoglows,Russia,Continental
Volga_kostroma_km2798,Kostroma,Volga,58.6689,41.6129,21305.54,Operational,Automatic,10002691,west_asia,geoglows,Russia,Continental
Volga_kostroma_km2878,Kostroma,Volga,58.9486,41.7976,10502.85,Operational,Automatic,10001851,west_asia,geoglows,Russia,Continental
Volga_kotorosl_km2792,Kotorosl,Volga,57.2411,39.5581,12748.03,Operational,Automatic,10006942,west_asia,geoglows,Russia,Continental
Volga_kud-Ma_km2316,Kud-ma,Volga,56.1223,43.8074,4059.17,Operational,Automatic,10010817,west_asia,geoglows,Russia,Continental
Volga_liunda_km2138,Liunda,Volga,56.5541,45.9258,5666.23,Operational,Automatic,10009315,west_asia,geoglows,Russia,Continental
Volga_lukh_km2451,Lukh,Volga,56.2536,42.4793,14590.54,Operational,Expert,10010285,west_asia,geoglows,Russia,Continental
Volga_lukh_km2579,Lukh,Volga,56.7172,42.2791,7269.37,Operational,Automatic,10008829,west_asia,geoglows,Russia,Continental
Volga_medveditsa_km3006,Medveditsa,Volga,57.1687,37.4056,18721.21,Operational,Automatic,10007227,west_asia,geoglows,Russia,Continental
Volga_medveditsa_km3036,Medveditsa,Volga,57.2265,37.2344,15549.97,Operational,Automatic,10006964,west_asia,geoglows,Russia,Continental
Volga_mesha_km1850,Mesha,Volga,55.5719,49.4109,12079.75,Operational,Expert,10012599,west_asia,geoglows,Russia,Continental
Volga_moksha_km2679,Moksha,Volga,54.5675,42.0134,143308.69,Operational,Expert,10015894,west_asia,geoglows,Russia,Continental
Volga_moksha_km2755,Moksha,Volga,54.5096,42.5071,80622.18,Operational,Expert,10016119,west_asia,geoglows,Russia,Continental
Volga_moksha_km2822,Moksha,Volga,54.7709,42.8344,55340.54,Operational,Automatic,10015164,west_asia,geoglows,Russia,Continental
Volga_moksha_km2850,Moksha,Volga,54.7533,43.0472,46124.89,Operational,Expert,10015269,west_asia,geoglows,Russia,Continental
Volga_moksha_km2901,Moksha,Volga,54.6187,43.3859,44717.31,Operational,Automatic,10015718,west_asia,geoglows,Russia,Continental
Volga_moksha_km2921,Moksha,Volga,54.6919,43.4826,41995.66,Operational,Automatic,10015449,west_asia,geoglows,Russia,Continental
Volga_mologa_km2930,Mologa,Volga,58.8307,37.1586,107337.53,Operational,Expert,10002269,west_asia,geoglows,Russia,Continental
Volga_mologa_km2937,Mologa,Volga,58.8784,37.0771,106866.36,Operational,Expert,10002073,west_asia,geoglows,Russia,Continental
Volga_mologa_km2973,Mologa,Volga,58.9284,36.7746,105584.73,Operational,Automatic,10002050,west_asia,geoglows,Russia,Continental
Volga_mologa_km3037,Mologa,Volga,58.7867,36.0816,52584.93,Operational,Expert,10002327,west_asia,geoglows,Russia,Continental
Volga_mologa_km3107,Mologa,Volga,58.3814,35.8191,41412.65,Operational,Expert,10003518,west_asia,geoglows,Russia,Continental
Volga_mologa_km3219,Mologa,Volga,57.7957,35.9186,22056.93,Operational,Automatic,10005183,west_asia,geoglows,Russia,Continental
Volga_mologa_km3222,Mologa,Volga,57.7991,35.9464,20973.51,Operational,Automatic,10005184,west_asia,geoglows,Russia,Continental
Volga_mologa_km3258,Mologa,Volga,57.9245,36.3301,18323.8,Operational,Automatic,10004818,west_asia,geoglows,Russia,Continental
Volga_mologa-Trib-01_km3272,Mologa-trib-01,Volga,57.9126,36.4581,6600.29,Operational,Expert,10005017,west_asia,geoglows,Russia,Continental
Volga_moloma_km2645,Moloma,Volga,59.0688,48.2271,29862.01,Operational,Automatic,10001561,west_asia,geoglows,Russia,Continental
Volga_moloma_km2661,Moloma,Volga,59.1544,48.1698,29862.01,Operational,Automatic,10001561,west_asia,geoglows,Russia,Continental
Volga_moskva_km3183,Moskva,Volga,55.3084,38.6726,48095.35,Operational,Expert,10013456,west_asia,geoglows,Russia,Continental
Volga_moskva_km3223,Moskva,Volga,55.4336,38.2749,41819.26,Operational,Automatic,10013131,west_asia,geoglows,Russia,Continental
Volga_moskva_km3224,Moskva,Volga,55.4353,38.2681,41819.26,Operational,Automatic,10013131,west_asia,geoglows,Russia,Continental
Volga_moskva_km3273,Moskva,Volga,55.5732,37.8846,29247.44,Operational,Expert,10012647,west_asia,geoglows,Russia,Continental
Volga_moskva_km3304,Moskva,Volga,55.6907,37.6834,28067.07,Operational,Automatic,10012229,west_asia,geoglows,Russia,Continental
Volga_moskva_km3462,Moskva,Volga,55.6174,36.5077,13980.51,Operational,Automatic,10012459,west_asia,geoglows,Russia,Continental
